anime_id,status,type,episodes,start_year,rating,source,genres,themes,demographics
5114,finished_airing,tv,64.0,2009.0,r,manga,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],['Shounen']
11061,finished_airing,tv,148.0,2011.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
38524,finished_airing,tv,10.0,2019.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
9253,finished_airing,tv,24.0,2011.0,pg_13,visual_novel,"['Drama', 'Sci-Fi', 'Suspense']","['Psychological', 'Time Travel']",[]
28851,finished_airing,movie,1.0,2016.0,pg_13,manga,['Drama'],['Romantic Subtext'],['Shounen']
32281,finished_airing,movie,1.0,2016.0,pg_13,original,"['Drama', 'Supernatural']",['Romantic Subtext'],[]
2904,finished_airing,tv,25.0,2008.0,r,original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Super Power']",[]
40028,finished_airing,tv,16.0,2021.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
199,finished_airing,movie,1.0,2001.0,pg,original,"['Adventure', 'Award Winning', 'Supernatural']",['Mythology'],[]
1575,finished_airing,tv,25.0,2006.0,r,original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'School', 'Super Power']",[]
1535,finished_airing,tv,37.0,2006.0,r,manga,"['Supernatural', 'Suspense']",['Psychological'],['Shounen']
40748,finished_airing,tv,24.0,2020.0,r,manga,"['Action', 'Fantasy']",['School'],['Shounen']
23273,finished_airing,tv,22.0,2014.0,pg_13,manga,"['Drama', 'Romance']","['Music', 'School']",['Shounen']
35760,finished_airing,tv,12.0,2018.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
21,currently_airing,tv,,1999.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
1,finished_airing,tv,26.0,1998.0,r,original,"['Action', 'Sci-Fi']","['Adult Cast', 'Space']",[]
16498,finished_airing,tv,25.0,2013.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
38000,finished_airing,tv,26.0,2019.0,r,manga,"['Action', 'Fantasy']",['Historical'],['Shounen']
37510,finished_airing,tv,13.0,2019.0,pg_13,web_manga,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[]
30276,finished_airing,tv,12.0,2015.0,r,web_manga,"['Action', 'Comedy']","['Parody', 'Super Power']",['Seinen']
32935,finished_airing,tv,10.0,2016.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
33352,finished_airing,tv,13.0,2018.0,pg_13,light_novel,"['Drama', 'Fantasy', 'Slice of Life']",[],[]
25777,finished_airing,tv,12.0,2017.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
4181,finished_airing,tv,24.0,2008.0,pg_13,visual_novel,"['Drama', 'Romance', 'Supernatural']",[],[]
37779,finished_airing,tv,12.0,2019.0,r,manga,"['Mystery', 'Sci-Fi', 'Suspense']","['Psychological', 'Survival']",['Shounen']
28891,finished_airing,tv,25.0,2015.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
431,finished_airing,movie,1.0,2004.0,g,novel,"['Adventure', 'Drama', 'Fantasy', 'Romance']",[],[]
2001,finished_airing,tv,27.0,2007.0,pg_13,original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],[]
164,finished_airing,movie,1.0,1997.0,pg_13,original,"['Action', 'Adventure', 'Fantasy']",[],[]
40456,finished_airing,movie,1.0,2020.0,r,manga,"['Action', 'Fantasy']",['Historical'],['Shounen']
47778,finished_airing,tv,11.0,2022.0,r,manga,"['Action', 'Fantasy']",['Historical'],['Shounen']
37521,finished_airing,tv,24.0,2019.0,r,manga,"['Action', 'Adventure', 'Drama']",['Historical'],['Seinen']
40591,finished_airing,tv,12.0,2020.0,pg_13,manga,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",['Seinen']
32182,finished_airing,tv,12.0,2016.0,pg_13,web_manga,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[]
34599,finished_airing,tv,13.0,2017.0,r,web_manga,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",[],[]
20583,finished_airing,tv,25.0,2014.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
50265,finished_airing,tv,12.0,2022.0,pg_13,manga,"['Action', 'Comedy']",['Childcare'],['Shounen']
11741,finished_airing,tv,12.0,2012.0,r,light_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
30654,finished_airing,tv,25.0,2016.0,pg_13,manga,"['Action', 'Comedy']",['School'],['Shounen']
48583,finished_airing,tv,12.0,2022.0,r,manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
37999,finished_airing,tv,12.0,2019.0,pg_13,manga,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",['Seinen']
37991,finished_airing,tv,39.0,2018.0,r,manga,"['Action', 'Adventure']",['Organized Crime'],['Shounen']
31933,finished_airing,tv,39.0,2016.0,r,manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",[],['Shounen']
32,finished_airing,movie,1.0,1997.0,r+,original,"['Avant Garde', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[]
22535,finished_airing,tv,24.0,2014.0,r,manga,"['Action', 'Horror', 'Sci-Fi']","['Gore', 'Psychological']",['Seinen']
26055,finished_airing,tv,24.0,2015.0,r,manga,"['Action', 'Adventure', 'Drama', 'Supernatural']",[],['Shounen']
205,finished_airing,tv,26.0,2004.0,r,original,"['Action', 'Adventure', 'Comedy']","['Historical', 'Samurai']",['Shounen']
36098,finished_airing,movie,1.0,2018.0,pg_13,novel,"['Drama', 'Romance', 'Slice of Life']",[],[]
30,finished_airing,tv,26.0,1995.0,pg_13,original,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[]
31043,finished_airing,tv,12.0,2016.0,r,manga,['Mystery'],"['Psychological', 'Time Travel']",['Seinen']
918,finished_airing,tv,201.0,2006.0,pg_13,manga,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
9989,finished_airing,tv,11.0,2011.0,pg_13,original,"['Drama', 'Slice of Life', 'Supernatural']",[],[]
12355,finished_airing,movie,1.0,2012.0,g,original,"['Fantasy', 'Slice of Life']",['Childcare'],[]
45576,finished_airing,tv,12.0,2021.0,r,light_novel,"['Drama', 'Ecchi', 'Fantasy']","['Isekai', 'Reincarnation']",[]
13601,finished_airing,tv,22.0,2012.0,r,original,"['Action', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",[]
9756,finished_airing,tv,12.0,2011.0,pg_13,original,"['Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",[]
33255,finished_airing,tv,120.0,2016.0,pg_13,manga,"['Comedy', 'Supernatural']","['Gag Humor', 'School']",['Shounen']
245,finished_airing,tv,43.0,1999.0,r,manga,"['Comedy', 'Drama']","['Delinquents', 'School', 'Workplace']",['Shounen']
5081,finished_airing,tv,15.0,2009.0,r,light_novel,"['Mystery', 'Romance', 'Supernatural']",['Vampire'],[]
31240,finished_airing,tv,25.0,2016.0,r,light_novel,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[]
38329,finished_airing,movie,1.0,2019.0,pg_13,light_novel,"['Drama', 'Romance', 'Supernatural']",['School'],[]
1735,finished_airing,tv,500.0,2007.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen']
38691,finished_airing,tv,24.0,2019.0,pg_13,manga,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen']
39535,finished_airing,tv,11.0,2021.0,r,light_novel,"['Drama', 'Ecchi', 'Fantasy']","['Isekai', 'Reincarnation']",[]
37450,finished_airing,tv,13.0,2018.0,pg_13,light_novel,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['School'],[]
32937,finished_airing,tv,10.0,2017.0,pg_13,light_novel,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[]
17074,finished_airing,tv,26.0,2013.0,r,light_novel,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",['Vampire'],[]
39587,finished_airing,tv,13.0,2020.0,r,light_novel,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[]
40776,finished_airing,tv,12.0,2020.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
19,finished_airing,tv,74.0,2004.0,r+,manga,"['Drama', 'Mystery', 'Suspense']","['Adult Cast', 'Psychological']",['Seinen']
10087,finished_airing,tv,13.0,2011.0,r,light_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
42203,finished_airing,tv,12.0,2021.0,r,light_novel,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[]
38040,finished_airing,movie,1.0,2019.0,pg_13,light_novel,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[]
43608,finished_airing,tv,13.0,2022.0,pg_13,manga,"['Comedy', 'Suspense']","['Psychological', 'Romantic Subtext', 'School']",['Seinen']
30484,finished_airing,tv,23.0,2018.0,pg_13,visual_novel,"['Drama', 'Sci-Fi', 'Suspense']",['Time Travel'],[]
38883,finished_airing,tv,13.0,2020.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
39551,finished_airing,tv,12.0,2021.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[]
28701,finished_airing,tv,13.0,2015.0,r,visual_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
777,finished_airing,ova,10.0,2006.0,r,manga,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",['Seinen']
578,finished_airing,movie,1.0,1988.0,pg_13,novel,['Drama'],['Historical'],[]
523,finished_airing,movie,1.0,1988.0,g,original,"['Adventure', 'Supernatural']",[],[]
38826,finished_airing,movie,1.0,2019.0,pg_13,original,"['Drama', 'Fantasy', 'Romance', 'Slice of Life']",[],[]
33486,finished_airing,tv,25.0,2017.0,pg_13,manga,['Action'],"['School', 'Super Power']",['Shounen']
48736,finished_airing,tv,12.0,2022.0,pg_13,manga,"['Romance', 'Slice of Life']","['Otaku Culture', 'School']",['Seinen']
7311,finished_airing,movie,1.0,2010.0,pg_13,light_novel,"['Mystery', 'Sci-Fi', 'Supernatural']",['School'],[]
37105,finished_airing,tv,12.0,2018.0,pg_13,manga,['Comedy'],[],['Seinen']
437,finished_airing,movie,1.0,1998.0,r+,novel,"['Avant Garde', 'Drama', 'Horror']","['Adult Cast', 'Psychological', 'Showbiz']",[]
28171,finished_airing,tv,24.0,2015.0,pg_13,manga,"['Ecchi', 'Gourmet']",['School'],['Shounen']
36649,finished_airing,tv,24.0,2018.0,r,manga,"['Action', 'Adventure', 'Drama']",['Delinquents'],['Shoujo']
10165,finished_airing,tv,26.0,2011.0,pg_13,manga,['Comedy'],"['Gag Humor', 'School']",['Shounen']
23847,finished_airing,tv,13.0,2015.0,pg_13,light_novel,"['Comedy', 'Romance']","['Love Polygon', 'School']",[]
33,finished_airing,tv,25.0,1997.0,r+,manga,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology']",['Seinen']
11577,finished_airing,movie,1.0,2013.0,pg_13,visual_novel,"['Drama', 'Sci-Fi']",[],[]
42897,finished_airing,tv,13.0,2021.0,pg_13,manga,['Romance'],['School'],['Shounen']
28223,finished_airing,tv,12.0,2015.0,r,original,"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",[]
34612,finished_airing,tv,24.0,2018.0,pg_13,manga,"['Comedy', 'Supernatural']","['Gag Humor', 'School']",['Shounen']
24415,finished_airing,tv,25.0,2015.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
2251,finished_airing,tv,13.0,2007.0,r,light_novel,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",[]
457,finished_airing,tv,26.0,2005.0,pg_13,manga,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen']
30503,finished_airing,tv,13.0,2015.0,pg_13,manga,"['Action', 'Fantasy']",['Mythology'],['Shounen']
10408,finished_airing,movie,1.0,2011.0,g,manga,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo']
37520,finished_airing,tv,24.0,2019.0,r,manga,"['Action', 'Adventure', 'Supernatural']","['Historical', 'Mythology', 'Samurai']",['Shounen']
263,finished_airing,tv,75.0,2000.0,pg_13,manga,['Sports'],['Combat Sports'],['Shounen']
31758,finished_airing,movie,1.0,2017.0,r,light_novel,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[]
28977,finished_airing,tv,51.0,2015.0,pg_13,manga,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
30831,finished_airing,tv,10.0,2016.0,pg_13,light_novel,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[]
39547,finished_airing,tv,12.0,2020.0,pg_13,light_novel,"['Comedy', 'Romance']","['Love Polygon', 'School']",[]
16894,finished_airing,tv,25.0,2013.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
392,finished_airing,tv,112.0,1992.0,pg_13,manga,"['Action', 'Comedy', 'Supernatural']","['Martial Arts', 'Mythology']",['Shounen']
22297,finished_airing,tv,12.0,2014.0,r,visual_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
19815,finished_airing,tv,12.0,2014.0,pg_13,light_novel,"['Comedy', 'Ecchi', 'Fantasy']","['Isekai', 'Strategy Game']",[]
813,finished_airing,tv,291.0,1989.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",['Shounen']
9969,finished_airing,tv,51.0,2011.0,pg_13,manga,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
4224,finished_airing,tv,25.0,2008.0,pg_13,light_novel,"['Drama', 'Romance']","['Love Polygon', 'School']",[]
22789,finished_airing,tv,12.0,2014.0,pg_13,web_manga,['Slice of Life'],"['Childcare', 'Iyashikei', 'Visual Arts']",[]
853,finished_airing,tv,26.0,2006.0,pg_13,manga,"['Comedy', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",['Shoujo']
31757,finished_airing,movie,1.0,2016.0,r,light_novel,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[]
121,finished_airing,tv,51.0,2003.0,r,manga,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],['Shounen']
37430,finished_airing,tv,24.0,2018.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[]
24833,finished_airing,tv,22.0,2015.0,pg_13,manga,"['Action', 'Comedy']",['School'],['Shounen']
18115,finished_airing,tv,25.0,2013.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
36456,finished_airing,tv,25.0,2018.0,pg_13,manga,['Action'],"['School', 'Super Power']",['Shounen']
33674,finished_airing,movie,1.0,2017.0,pg_13,light_novel,"['Drama', 'Fantasy', 'Romance']",['Isekai'],[]
34572,finished_airing,tv,170.0,2017.0,pg_13,manga,"['Action', 'Comedy', 'Fantasy']",[],['Shounen']
25781,finished_airing,ova,2.0,2014.0,r,visual_novel,['Action'],[],['Shoujo']
40834,finished_airing,tv,23.0,2021.0,pg_13,web_manga,"['Adventure', 'Fantasy']",[],[]
11843,finished_airing,tv,12.0,2012.0,pg_13,web_manga,['Comedy'],"['Gag Humor', 'School']",[]
41487,finished_airing,tv,12.0,2021.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[]
6547,finished_airing,tv,13.0,2010.0,pg_13,original,"['Drama', 'Supernatural']",['School'],[]
41025,finished_airing,tv,20.0,2021.0,r,manga,"['Adventure', 'Drama', 'Supernatural']",[],['Shounen']
6746,finished_airing,tv,24.0,2010.0,r,light_novel,"['Action', 'Mystery', 'Supernatural']",[],[]
40852,finished_airing,tv,11.0,2021.0,pg_13,manga,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen']
32867,finished_airing,tv,12.0,2016.0,r,manga,"['Action', 'Mystery', 'Supernatural']",['Super Power'],['Seinen']
20899,finished_airing,tv,24.0,2014.0,r,manga,"['Action', 'Adventure', 'Drama', 'Supernatural']",[],['Shounen']
37987,finished_airing,movie,1.0,2020.0,pg_13,light_novel,"['Drama', 'Fantasy', 'Slice of Life']",[],[]
32282,finished_airing,tv,13.0,2016.0,pg_13,manga,"['Ecchi', 'Gourmet']",['School'],['Shounen']
1210,finished_airing,tv,24.0,2006.0,r+,novel,"['Comedy', 'Drama', 'Romance']","['Otaku Culture', 'Psychological']",[]
13759,finished_airing,tv,24.0,2012.0,pg_13,light_novel,"['Drama', 'Romance']","['School', 'Visual Arts']",[]
136,finished_airing,tv,62.0,1999.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
49926,finished_airing,tv,7.0,2021.0,r,manga,"['Action', 'Fantasy']",['Historical'],['Shounen']
2966,finished_airing,tv,13.0,2008.0,pg_13,light_novel,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",[]
47,finished_airing,movie,1.0,1988.0,r+,manga,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",['Seinen']
31646,finished_airing,tv,22.0,2016.0,pg_13,manga,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen']
3784,finished_airing,movie,1.0,2009.0,pg_13,original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[]
35180,finished_airing,tv,22.0,2017.0,pg_13,manga,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen']
9260,finished_airing,movie,1.0,2016.0,r,light_novel,[],['Vampire'],[]
40417,finished_airing,tv,25.0,2020.0,pg_13,manga,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo']
42938,finished_airing,tv,13.0,2021.0,pg_13,manga,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo']
877,finished_airing,tv,47.0,2006.0,r+,manga,"['Drama', 'Romance', 'Slice of Life']","['Adult Cast', 'Love Polygon', 'Music']",['Shoujo']
39533,finished_airing,tv,11.0,2019.0,pg_13,manga,"['Boys Love', 'Drama', 'Romance', 'Slice of Life']",['Music'],[]
43,finished_airing,movie,1.0,1995.0,r+,manga,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",['Seinen']
18679,finished_airing,tv,24.0,2013.0,pg_13,original,"['Action', 'Comedy', 'Ecchi']","['School', 'Super Power']",[]
23283,finished_airing,tv,11.0,2014.0,r,original,"['Mystery', 'Suspense']",['Psychological'],[]
11771,finished_airing,tv,25.0,2012.0,pg_13,manga,['Sports'],"['School', 'Team Sports']",['Shounen']
31181,finished_airing,tv,12.0,2015.0,r,light_novel,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[]
6,finished_airing,tv,26.0,1998.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],['Shounen']
12189,finished_airing,tv,22.0,2012.0,pg_13,novel,"['Mystery', 'Slice of Life']",['School'],[]
5341,finished_airing,tv,12.0,2009.0,pg_13,light_novel,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",[]
35247,finished_airing,tv,7.0,2017.0,r,light_novel,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[]
42249,finished_airing,tv,24.0,2021.0,r,manga,"['Action', 'Drama', 'Supernatural']","['Delinquents', 'School', 'Time Travel']",['Shounen']
11597,finished_airing,tv,11.0,2012.0,r,light_novel,"['Comedy', 'Ecchi', 'Mystery', 'Supernatural']",[],[]
2236,finished_airing,movie,1.0,2006.0,g,novel,"['Drama', 'Romance', 'Sci-Fi']","['School', 'Time Travel']",[]
38680,finished_airing,tv,25.0,2019.0,pg_13,manga,"['Drama', 'Fantasy', 'Romance']",['Love Polygon'],['Shoujo']
10162,finished_airing,tv,11.0,2011.0,pg_13,manga,['Slice of Life'],"['Childcare', 'Iyashikei']",['Josei']
512,finished_airing,movie,1.0,1989.0,g,novel,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",[],[]
13125,finished_airing,tv,25.0,2012.0,r,novel,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']",['Psychological'],[]
35839,finished_airing,tv,13.0,2018.0,pg_13,original,"['Adventure', 'Comedy', 'Drama']",[],[]
11981,finished_airing,movie,1.0,2013.0,pg_13,original,"['Drama', 'Mystery', 'Suspense']","['Mahou Shoujo', 'Psychological']",[]
10863,finished_airing,special,1.0,2012.0,pg_13,visual_novel,"['Comedy', 'Sci-Fi']",['Time Travel'],[]
33049,finished_airing,movie,1.0,2019.0,r,visual_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
20,finished_airing,tv,220.0,2002.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen']
513,finished_airing,movie,1.0,1986.0,pg,original,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",[],[]
7791,finished_airing,tv,26.0,2010.0,pg_13,4_koma_manga,['Comedy'],"['CGDCT', 'Music', 'School']",[]
41457,finished_airing,tv,11.0,2021.0,r,light_novel,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",[]
35790,finished_airing,tv,25.0,2019.0,pg_13,light_novel,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Isekai'],[]
14813,finished_airing,tv,13.0,2013.0,pg_13,light_novel,"['Comedy', 'Romance']","['Love Polygon', 'School']",[]
12365,finished_airing,tv,25.0,2012.0,pg_13,manga,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],['Shounen']
40052,finished_airing,tv,23.0,2020.0,r,original,"['Action', 'Adventure', 'Mystery']",[],[]
39247,finished_airing,tv,12.0,2021.0,pg_13,manga,"['Fantasy', 'Slice of Life']",[],[]
48569,finished_airing,tv,12.0,2021.0,r,light_novel,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",[]
46095,finished_airing,tv,13.0,2021.0,r,original,"['Action', 'Sci-Fi', 'Suspense']","['Music', 'Time Travel']",[]
7054,finished_airing,tv,26.0,2010.0,pg_13,manga,"['Comedy', 'Romance']",['School'],['Shoujo']
39741,finished_airing,movie,1.0,2019.0,pg_13,light_novel,"['Drama', 'Fantasy', 'Slice of Life']",[],[]
36862,finished_airing,movie,1.0,2020.0,r,web_manga,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",[],[]
572,finished_airing,movie,1.0,1984.0,pg_13,manga,"['Adventure', 'Fantasy']",[],[]
2167,finished_airing,tv,23.0,2007.0,pg_13,visual_novel,"['Drama', 'Romance', 'Supernatural']",['School'],[]
20507,finished_airing,tv,12.0,2014.0,pg_13,manga,"['Action', 'Fantasy']",['Mythology'],['Shounen']
35788,finished_airing,tv,12.0,2017.0,pg_13,manga,"['Ecchi', 'Gourmet']",['School'],['Shounen']
46102,finished_airing,tv,13.0,2021.0,pg_13,original,['Mystery'],['Anthropomorphic'],[]
15417,finished_airing,tv,13.0,2012.0,pg_13,manga,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
22135,finished_airing,tv,11.0,2014.0,pg_13,manga,"['Drama', 'Sports']",[],['Seinen']
31964,finished_airing,tv,13.0,2016.0,pg_13,manga,['Action'],"['School', 'Super Power']",['Shounen']
7674,finished_airing,tv,25.0,2010.0,pg_13,manga,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],['Shounen']
10030,finished_airing,tv,25.0,2011.0,pg_13,manga,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],['Shounen']
5,finished_airing,movie,1.0,2001.0,r,original,"['Action', 'Sci-Fi']","['Adult Cast', 'Space']",[]
39783,finished_airing,tv,12.0,2021.0,pg_13,manga,"['Comedy', 'Romance']","['Harem', 'School']",['Shounen']
38003,finished_airing,tv,12.0,2019.0,r,manga,"['Action', 'Mystery', 'Supernatural']",['Super Power'],['Seinen']
45,finished_airing,tv,94.0,1996.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Romance']","['Historical', 'Samurai']",['Shounen']
33206,finished_airing,tv,13.0,2017.0,pg_13,manga,"['Fantasy', 'Slice of Life']",[],[]
1519,finished_airing,tv,12.0,2006.0,r,manga,['Action'],"['Adult Cast', 'Organized Crime']",['Seinen']
2025,finished_airing,tv,25.0,2007.0,r,original,"['Action', 'Mystery', 'Sci-Fi']",['Super Power'],[]
6594,finished_airing,tv,12.0,2010.0,r,light_novel,"['Action', 'Adventure', 'Romance']","['Historical', 'Martial Arts']",[]
34240,finished_airing,music,1.0,2016.0,g,music,['Sci-Fi'],['Music'],[]
14513,finished_airing,tv,25.0,2012.0,pg_13,manga,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
38408,finished_airing,tv,25.0,2019.0,pg_13,manga,['Action'],"['School', 'Super Power']",['Shounen']
889,finished_airing,tv,12.0,2006.0,r,manga,['Action'],"['Adult Cast', 'Organized Crime']",['Seinen']
33050,finished_airing,movie,1.0,2020.0,r,visual_novel,"['Action', 'Fantasy', 'Supernatural']",[],[]
28805,finished_airing,movie,1.0,2015.0,pg_13,original,"['Adventure', 'Supernatural']","['Anthropomorphic', 'Isekai']",[]
5258,finished_airing,tv,26.0,2009.0,pg_13,manga,['Sports'],['Combat Sports'],['Shounen']
30015,finished_airing,tv,13.0,2016.0,pg_13,web_manga,"['Drama', 'Romance', 'Slice of Life']",['School'],[]
35557,finished_airing,tv,12.0,2017.0,pg_13,manga,"['Action', 'Drama', 'Fantasy', 'Mystery']",['Anthropomorphic'],['Seinen']
223,finished_airing,tv,153.0,1986.0,pg_13,manga,"['Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",['Shounen']
227,finished_airing,ova,6.0,2000.0,pg_13,original,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']","['Mecha', 'Parody', 'Psychological']",[]
9617,finished_airing,movie,1.0,2011.0,pg_13,4_koma_manga,"['Comedy', 'Slice of Life']","['CGDCT', 'Music']",[]
14719,finished_airing,tv,26.0,2012.0,r,manga,"['Action', 'Adventure', 'Supernatural']",['Vampire'],['Shounen']
29803,finished_airing,tv,13.0,2015.0,r,light_novel,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']",[]
1889,finished_airing,tv,24.0,2007.0,r,visual_novel,"['Mystery', 'Supernatural', 'Suspense']","['Gore', 'Psychological']",[]
25013,finished_airing,tv,24.0,2014.0,pg_13,manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",[],['Shoujo']
35062,finished_airing,tv,24.0,2017.0,pg_13,manga,"['Fantasy', 'Slice of Life']",[],['Shounen']
35851,finished_airing,movie,1.0,2018.0,pg_13,original,"['Drama', 'Fantasy']",[],[]
467,finished_airing,tv,26.0,2002.0,r,manga,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",['Seinen']
